OrderID,OrderDate,OrderTotal,CookieID,CookieName,RevenuePerCookie,Total Revenue,CostPerCookie,Total Costs,Quantity,Profit,CustomerID,CustomerName,Phone,Address,City,State,Zip,Country,Notes
42,07-03-22,1351,5,Sugar,3,360,1.25,150,120,210,#NAME?,Tres Delicious,999-999-9999,123 Main Street,Seattle,WA,98112,United States,"High maintenance, not sure if it's worth having them as a customer, but don't tell them that!"
43,07-03-22,3518,3,Oatmeal Raisin,5,625,2.2,275,125,350,#NAME?,Park & Shop Convenience Stores,251-655-2909,2217 Lonely Oak Drive,Mobile,AL,36602,United States,"New customer, make sure to please them! Very frugal, so reinforce how delicious AND inexpensive our cookies are."
43,07-03-22,3518,1,Chocolate Chip,5,1045,2,418,209,627,#NAME?,Park & Shop Convenience Stores,251-655-2909,2217 Lonely Oak Drive,Mobile,AL,36602,United States,"New customer, make sure to please them! Very frugal, so reinforce how delicious AND inexpensive our cookies are."
43,07-03-22,3518,6,White Chocolate Macadamia Nut,6,1116,2.75,511.5,186,604.5,#NAME?,Park & Shop Convenience Stores,251-655-2909,2217 Lonely Oak Drive,Mobile,AL,36602,United States,"New customer, make sure to please them! Very frugal, so reinforce how delicious AND inexpensive our cookies are."
43,07-03-22,3518,4,Snickerdoodle,4,72,1.5,27,18,45,#NAME?,Park & Shop Convenience Stores,251-655-2909,2217 Lonely Oak Drive,Mobile,AL,36602,United States,"New customer, make sure to please them! Very frugal, so reinforce how delicious AND inexpensive our cookies are."
43,07-03-22,3518,5,Sugar,3,660,1.25,275,220,385,#NAME?,Park & Shop Convenience Stores,251-655-2909,2217 Lonely Oak Drive,Mobile,AL,36602,United States,"New customer, make sure to please them! Very frugal, so reinforce how delicious AND inexpensive our cookies are."
44,07-03-22,952,2,Fortune Cookie,1,155,0.5,77.5,155,77.5,#NAME?,ACME Bites,920-419-6270,4660 Sycamore Lake Road,Green Bay,WI,54303,United States,One of our best customers! Likes to talk about roses. Make sure to read all about roses on Wikipedia before meeting.
44,07-03-22,952,5,Sugar,3,717,1.25,298.75,239,418.25,#NAME?,ACME Bites,920-419-6270,4660 Sycamore Lake Road,Green Bay,WI,54303,United States,One of our best customers! Likes to talk about roses. Make sure to read all about roses on Wikipedia before meeting.
44,07-03-22,952,4,Snickerdoodle,4,80,1.5,30,20,50,#NAME?,ACME Bites,920-419-6270,4660 Sycamore Lake Road,Green Bay,WI,54303,United States,One of our best customers! Likes to talk about roses. Make sure to read all about roses on Wikipedia before meeting.
45,08-03-22,2208,6,White Chocolate Macadamia Nut,6,864,2.75,396,144,468,#NAME?,ACME Bites,920-419-6270,4660 Sycamore Lake Road,Green Bay,WI,54303,United States,One of our best customers! Likes to talk about roses. Make sure to read all about roses on Wikipedia before meeting.
45,08-03-22,2208,4,Snickerdoodle,4,672,1.5,252,168,420,#NAME?,ACME Bites,920-419-6270,4660 Sycamore Lake Road,Green Bay,WI,54303,United States,One of our best customers! Likes to talk about roses. Make sure to read all about roses on Wikipedia before meeting.
45,08-03-22,2208,5,Sugar,3,672,1.25,280,224,392,#NAME?,ACME Bites,920-419-6270,4660 Sycamore Lake Road,Green Bay,WI,54303,United States,One of our best customers! Likes to talk about roses. Make sure to read all about roses on Wikipedia before meeting.
46,09-03-22,648,2,Fortune Cookie,1,177,0.5,88.5,177,88.5,#NAME?,Park & Shop Convenience Stores,251-655-2909,2217 Lonely Oak Drive,Mobile,AL,36602,United States,"New customer, make sure to please them! Very frugal, so reinforce how delicious AND inexpensive our cookies are."
46,09-03-22,648,4,Snickerdoodle,4,264,1.5,99,66,165,#NAME?,Park & Shop Convenience Stores,251-655-2909,2217 Lonely Oak Drive,Mobile,AL,36602,United States,"New customer, make sure to please them! Very frugal, so reinforce how delicious AND inexpensive our cookies are."
46,09-03-22,648,5,Sugar,3,207,1.25,86.25,69,120.75,#NAME?,Park & Shop Convenience Stores,251-655-2909,2217 Lonely Oak Drive,Mobile,AL,36602,United States,"New customer, make sure to please them! Very frugal, so reinforce how delicious AND inexpensive our cookies are."
47,10-03-22,798,4,Snickerdoodle,4,528,1.5,198,132,330,#NAME?,ACME Bites,920-419-6270,4660 Sycamore Lake Road,Green Bay,WI,54303,United States,One of our best customers! Likes to talk about roses. Make sure to read all about roses on Wikipedia before meeting.
47,10-03-22,798,6,White Chocolate Macadamia Nut,6,270,2.75,123.75,45,146.25,#NAME?,ACME Bites,920-419-6270,4660 Sycamore Lake Road,Green Bay,WI,54303,United States,One of our best customers! Likes to talk about roses. Make sure to read all about roses on Wikipedia before meeting.
48,12-03-22,655,3,Oatmeal Raisin,5,655,2.2,288.2,131,366.8,#NAME?,Wholesome Foods,347-789-7688,1521 Redbud Drive,Huntington,NY,11743,United States,"CEO has three kids, first one is Charles, don't know the rest. CEO cares about Charles the most, so all good."
49,13-03-22,588,4,Snickerdoodle,4,588,1.5,220.5,147,367.5,#NAME?,Tres Delicious,999-999-9999,123 Main Street,Seattle,WA,98112,United States,"High maintenance, not sure if it's worth having them as a customer, but don't tell them that!"
50,14-03-22,180,6,White Chocolate Macadamia Nut,6,180,2.75,82.5,30,97.5,#NAME?,Wholesome Foods,347-789-7688,1521 Redbud Drive,Huntington,NY,11743,United States,"CEO has three kids, first one is Charles, don't know the rest. CEO cares about Charles the most, so all good."
